,id,duracion_estadia,genero,edad,ni�os,codigo_destino,tipo_acomodacion
544,1012479,1,M,46.0,,,Hotel
545,1010645,2,F,36.0,1.0,ES,Hotel
546,1006356,6,F,32.0,,AR,Hotel
547,1007616,2,F,38.0,0.0,PE,AirBnB
548,1011179,7,F,40.0,1.0,COL,Hotel
549,1006790,5,M,46.0,0.0,NL,AirBnB
550,1007145,6,F,42.0,0.0,UK,Hotel
551,1001430,2,F,39.0,1.0,UK,Hotel
552,1001611,4,M,37.0,0.0,IT,Hotel
553,1010437,4,M,43.0,1.0,IT,Hotel
554,1003221,1,F,,1.0,ES,AirBnB
555,1010990,3,F,33.0,0.0,NL,AirBnB
556,1002979,1,F,34.0,0.0,US,AirBnB
557,1005119,2,F,40.0,,AR,AirBnB
558,1007981,3,F,43.0,0.0,PE,Hotel
559,1013867,3,F,31.0,0.0,ES,AirBnB
560,1008823,3,F,37.0,1.0,COL,Hotel
561,1005695,7,M,52.0,0.0,PE,AirBnB
562,1007784,7,M,39.0,1.0,US,AirBnB
563,1004611,5,F,35.0,1.0,ES,Hotel
564,1004666,2,M,,0.0,AR,AirBnB
565,1007694,4,F,38.0,1.0,COL,Hotel
566,1004983,6,F,37.0,0.0,PE,AirBnB
567,1013670,1,M,44.0,1.0,ES,Hotel
568,1009512,8,F,45.0,1.0,,AirBnB
569,1000916,4,F,42.0,0.0,PE,Hotel
570,1011414,3,M,41.0,1.0,COL,Hotel
571,1009990,5,F,,1.0,NL,AirBnB
572,1003521,3,F,32.0,,ES,Hotel
573,1012906,5,M,46.0,0.0,UK,AirBnB
574,1011930,2,F,,0.0,PE,Hotel
575,1013573,6,M,44.0,1.0,US,Hotel
576,1004809,5,M,42.0,1.0,,Hotel
577,1001998,9,F,,1.0,COL,AirBnB
578,1003711,5,M,31.0,0.0,NL,Hotel
579,1009812,5,M,39.0,0.0,COL,Hotel
580,1008115,5,F,,0.0,COL,Hotel
581,1012567,4,F,43.0,,,Hotel
582,1013140,4,M,29.0,1.0,PE,AirBnB
583,1002299,5,M,,1.0,US,Hotel
584,1001026,8,M,31.0,0.0,NL,Hotel
585,1006872,3,F,39.0,0.0,AR,AirBnB
586,1009029,5,M,40.0,1.0,COL,AirBnB
587,1013435,5,M,35.0,0.0,ES,Hotel
588,1012469,4,M,,0.0,IT,AirBnB
589,1001113,2,M,,0.0,NL,AirBnB
590,1003885,6,F,38.0,1.0,ES,Hotel
591,1001985,4,M,41.0,1.0,COL,Hotel
592,1002873,5,F,37.0,0.0,,AirBnB
593,1005098,4,F,39.0,1.0,AR,Hotel
594,1007982,5,M,35.0,1.0,AR,AirBnB
595,1007191,1,M,36.0,1.0,ES,AirBnB
596,1013761,4,F,45.0,1.0,PE,AirBnB
597,1010955,1,M,43.0,0.0,IT,AirBnB
598,1008478,5,M,45.0,0.0,,AirBnB
599,1007585,1,F,40.0,1.0,ES,Hotel
600,1000126,2,M,47.0,,ES,Hotel
601,1001292,2,F,49.0,0.0,ES,Hotel
602,1003499,2,F,43.0,0.0,NL,Hotel
603,1007164,5,F,39.0,0.0,NL,AirBnB
604,1007370,6,M,48.0,,COL,AirBnB
605,1011932,5,M,34.0,1.0,IT,AirBnB
606,1001841,5,F,43.0,1.0,ES,AirBnB
607,1011020,6,M,36.0,1.0,PE,AirBnB
608,1013942,6,F,37.0,1.0,,Hotel
609,1006307,4,M,47.0,0.0,US,AirBnB
610,1009662,6,M,43.0,1.0,ES,Hotel
611,1007574,6,M,39.0,0.0,UK,Hotel
612,1006304,3,M,41.0,1.0,IT,Hotel
613,1004515,1,F,40.0,1.0,PE,Hotel
614,1010289,4,M,,0.0,COL,AirBnB
615,1012720,3,F,34.0,0.0,IT,AirBnB
616,1013441,5,M,43.0,0.0,NL,AirBnB
617,1003603,5,F,,1.0,UK,AirBnB
618,1006616,3,F,41.0,,IT,AirBnB
619,1008124,4,M,46.0,1.0,US,Hotel
620,1004913,3,F,,0.0,AR,Hotel
621,1000532,4,F,43.0,1.0,AR,AirBnB
622,1011739,3,F,43.0,1.0,AR,AirBnB
623,1011008,4,M,50.0,0.0,ES,AirBnB
624,1005274,4,M,39.0,1.0,COL,AirBnB
625,1002749,6,M,40.0,1.0,COL,AirBnB
626,1006990,4,M,45.0,1.0,COL,Hotel
627,1009353,5,F,39.0,1.0,COL,Hotel
628,1002808,5,M,44.0,0.0,,AirBnB
629,1004795,5,F,42.0,0.0,AR,Hotel
630,1002638,1,M,47.0,0.0,COL,AirBnB
631,1000924,4,M,37.0,0.0,UK,Hotel
632,1001900,4,M,,1.0,AR,Hotel
633,1002207,3,M,42.0,,PE,Hotel
634,1003133,3,F,22.0,0.0,UK,Hotel
635,1012846,2,M,,1.0,NL,Hotel
636,1007997,5,M,42.0,,AR,Hotel
637,1014039,4,F,39.0,0.0,COL,AirBnB
638,1005899,5,M,42.0,,AR,AirBnB
639,1012143,4,M,43.0,1.0,IT,Hotel
640,1011730,4,M,,0.0,US,AirBnB
641,1007666,5,M,41.0,0.0,NL,AirBnB
642,1013043,5,M,44.0,,NL,AirBnB
643,1010397,2,F,40.0,0.0,NL,AirBnB
644,1012413,4,F,,1.0,COL,AirBnB
645,1004193,6,F,37.0,0.0,NL,AirBnB
646,1009370,1,M,37.0,1.0,UK,AirBnB
647,1012889,2,F,30.0,1.0,ES,Hotel
648,1001027,3,M,44.0,1.0,AR,Hotel
649,1006039,2,F,48.0,0.0,IT,Hotel
650,1008291,4,M,39.0,0.0,NL,Hotel
651,1004655,3,F,,0.0,ES,Hotel
652,1011648,3,M,46.0,,AR,AirBnB
653,1005455,2,M,45.0,1.0,PE,Hotel
654,1010987,4,M,37.0,1.0,NL,AirBnB
655,1010629,1,M,41.0,0.0,AR,AirBnB
656,1004072,7,F,44.0,0.0,ES,Hotel
657,1002548,6,M,40.0,1.0,IT,AirBnB
658,1001972,4,M,42.0,0.0,,AirBnB
659,1001546,3,M,43.0,0.0,COL,AirBnB
660,1006329,2,M,51.0,0.0,,AirBnB
661,1006253,4,F,36.0,0.0,AR,AirBnB
662,1004269,4,M,38.0,0.0,COL,Hotel
663,1010385,5,M,,0.0,AR,AirBnB
664,1005457,2,M,32.0,1.0,ES,AirBnB
665,1000355,2,F,42.0,0.0,UK,Hotel
666,1011409,4,M,,,NL,AirBnB
667,1007909,3,F,43.0,0.0,US,Hotel
668,1003784,4,M,45.0,0.0,PE,AirBnB
669,1001973,3,M,44.0,1.0,US,Hotel
670,1009333,6,M,,0.0,US,AirBnB
671,1009386,3,M,43.0,1.0,NL,Hotel
672,1011934,2,F,46.0,0.0,US,Hotel
673,1008431,3,M,41.0,1.0,ES,Hotel
674,1002303,4,M,39.0,1.0,AR,AirBnB
675,1003512,2,M,39.0,1.0,US,AirBnB
676,1002810,8,F,33.0,,IT,Hotel
677,1012533,3,M,,1.0,,Hotel
678,1006626,4,M,,0.0,,AirBnB
679,1013406,3,F,37.0,1.0,ES,Hotel
680,1009738,5,F,39.0,1.0,ES,Hotel
681,1000300,2,M,46.0,0.0,UK,AirBnB
682,1005472,3,F,32.0,1.0,,Hotel
683,1012768,8,M,41.0,1.0,NL,Hotel
684,1006202,5,M,39.0,0.0,UK,Hotel
685,1009740,2,F,34.0,1.0,ES,Hotel
686,1012459,6,M,48.0,0.0,NL,AirBnB
687,1011838,3,M,49.0,1.0,US,Hotel
688,1003479,4,F,44.0,,COL,AirBnB
689,1009578,4,F,43.0,,AR,AirBnB
690,1007647,3,M,46.0,0.0,AR,AirBnB
691,1006354,6,F,51.0,0.0,,Hotel
692,1013554,6,M,47.0,1.0,ES,Hotel
693,1007845,2,M,42.0,,,Hotel
694,1005303,3,M,32.0,0.0,ES,Hotel
695,1012118,1,M,43.0,,AR,AirBnB
696,1012509,4,F,35.0,1.0,IT,Hotel
697,1007348,2,M,,0.0,,AirBnB
698,1002732,5,F,40.0,0.0,IT,AirBnB
699,1003981,2,M,35.0,1.0,NL,AirBnB
700,1011878,5,F,38.0,0.0,,AirBnB
701,1012662,5,F,42.0,0.0,NL,Hotel
702,1005575,1,M,37.0,1.0,IT,AirBnB
703,1012797,4,M,,0.0,NL,AirBnB
704,1003708,6,F,41.0,1.0,PE,AirBnB
705,1007142,4,F,45.0,1.0,UK,AirBnB
706,1002015,2,F,38.0,1.0,US,Hotel
707,1011829,2,M,40.0,1.0,PE,AirBnB
708,1002866,3,F,43.0,1.0,COL,AirBnB
709,1002822,5,M,42.0,1.0,PE,Hotel
710,1009116,4,M,43.0,0.0,IT,AirBnB
711,1003087,3,F,33.0,1.0,COL,Hotel
712,1007628,4,F,46.0,1.0,COL,AirBnB
713,1006096,5,F,46.0,0.0,PE,Hotel
714,1010817,4,F,36.0,1.0,PE,Hotel
715,1006131,3,F,,0.0,US,Hotel
716,1011847,6,F,,0.0,US,Hotel
717,1012080,5,F,39.0,1.0,,Hotel
718,1011114,3,M,,0.0,UK,AirBnB
719,1013979,3,M,39.0,1.0,UK,AirBnB
720,1010806,10,M,47.0,0.0,COL,AirBnB
721,1013168,7,F,46.0,0.0,IT,Hotel
722,1013304,4,M,34.0,0.0,NL,Hotel
723,1012892,3,F,42.0,1.0,ES,AirBnB
724,1012766,4,M,39.0,1.0,US,AirBnB
725,1003408,1,M,37.0,0.0,UK,Hotel
726,1012708,2,M,45.0,0.0,,AirBnB
727,1004836,1,M,42.0,0.0,COL,AirBnB
728,1005791,6,M,39.0,1.0,PE,AirBnB
729,1000513,3,F,51.0,0.0,ES,Hotel
730,1001684,7,F,40.0,0.0,,AirBnB
731,1002196,5,F,50.0,,UK,Hotel
732,1012760,4,M,42.0,,UK,AirBnB
733,1009185,6,F,48.0,0.0,NL,Hotel
734,1001746,4,F,40.0,0.0,,AirBnB
735,1010732,3,M,32.0,1.0,US,AirBnB
736,1014016,4,M,44.0,0.0,ES,AirBnB
737,1007334,2,F,,1.0,ES,AirBnB
738,1004031,1,F,43.0,1.0,US,AirBnB
739,1000779,4,F,,0.0,ES,Hotel
740,1012184,1,F,,1.0,US,AirBnB
741,1008045,4,M,33.0,1.0,UK,AirBnB
742,1011618,5,M,48.0,0.0,NL,AirBnB
743,1002682,3,F,44.0,0.0,AR,Hotel
744,1001625,2,M,,0.0,UK,AirBnB
745,1011717,3,F,37.0,0.0,UK,AirBnB
746,1001797,3,M,40.0,0.0,COL,Hotel
747,1001734,4,F,48.0,1.0,UK,AirBnB
748,1003731,2,F,45.0,1.0,AR,AirBnB
749,1013181,3,M,43.0,0.0,IT,AirBnB
750,1007390,4,F,49.0,0.0,NL,Hotel
751,1002190,4,M,37.0,,,Hotel
752,1011893,4,F,40.0,1.0,UK,Hotel
753,1012498,3,F,,1.0,US,AirBnB
754,1001455,6,F,34.0,,COL,Hotel
755,1013714,3,F,43.0,0.0,AR,Hotel
756,1008789,3,M,40.0,1.0,ES,AirBnB
757,1000726,3,F,,0.0,,Hotel
758,1009060,5,M,46.0,,US,AirBnB
759,1005341,2,M,45.0,1.0,PE,Hotel
760,1004639,3,F,,,UK,AirBnB
761,1012510,2,M,40.0,1.0,PE,AirBnB
762,1013228,3,F,34.0,0.0,,AirBnB
763,1003266,3,M,41.0,0.0,IT,AirBnB
764,1006087,3,M,47.0,0.0,ES,AirBnB
765,1013614,7,F,41.0,1.0,COL,AirBnB
766,1002713,2,M,,0.0,NL,AirBnB
767,1011859,5,F,41.0,0.0,ES,Hotel
768,1008562,4,F,47.0,0.0,,Hotel
769,1012639,5,F,44.0,1.0,US,AirBnB
770,1003433,3,F,34.0,1.0,COL,Hotel
771,1008179,3,F,33.0,0.0,US,AirBnB
772,1011466,1,M,,1.0,US,Hotel
773,1003052,3,F,45.0,0.0,COL,Hotel
774,1004996,6,F,35.0,0.0,ES,AirBnB
775,1001107,4,M,48.0,0.0,NL,AirBnB
776,1013259,4,F,34.0,1.0,ES,Hotel
777,1008068,2,M,32.0,1.0,IT,AirBnB
778,1010299,4,M,35.0,1.0,AR,AirBnB
779,1003322,6,M,39.0,1.0,IT,AirBnB
780,1005836,3,M,,1.0,,Hotel
781,1008069,2,F,46.0,1.0,ES,AirBnB
782,1003857,3,F,39.0,1.0,US,Hotel
783,1007274,5,M,41.0,,US,Hotel
784,1003398,3,M,36.0,1.0,NL,AirBnB
785,1011867,5,F,38.0,1.0,IT,Hotel
786,1013560,2,F,34.0,1.0,,Hotel
787,1012281,5,F,43.0,1.0,IT,AirBnB
788,1000254,3,F,41.0,1.0,AR,AirBnB
789,1001680,1,M,41.0,0.0,ES,AirBnB
790,1013073,1,F,49.0,0.0,NL,Hotel
791,1012007,4,F,38.0,1.0,UK,Hotel
792,1007389,5,M,36.0,0.0,ES,Hotel
793,1010870,4,F,42.0,0.0,,Hotel
794,1002122,6,F,35.0,0.0,ES,AirBnB
795,1006640,5,F,,,ES,Hotel
796,1006529,7,F,42.0,0.0,US,Hotel
797,1008055,5,F,46.0,,PE,Hotel
798,1001286,3,F,41.0,,PE,Hotel
799,1012924,1,M,40.0,1.0,UK,AirBnB
800,1002097,5,F,31.0,1.0,AR,Hotel
801,1008673,4,F,,1.0,PE,AirBnB
802,1004589,4,M,41.0,1.0,NL,Hotel
803,1003034,4,F,51.0,0.0,AR,Hotel
804,1013040,4,F,40.0,0.0,UK,AirBnB
805,1010186,6,F,47.0,0.0,IT,Hotel
806,1006245,3,M,46.0,0.0,US,AirBnB
807,1008202,2,F,30.0,1.0,ES,Hotel
808,1004161,6,M,38.0,0.0,COL,Hotel
809,1010503,5,M,44.0,0.0,NL,AirBnB
810,1001949,4,M,37.0,1.0,NL,AirBnB
811,1014040,6,F,35.0,1.0,ES,Hotel
812,1010755,5,F,39.0,0.0,ES,AirBnB
813,1000880,4,F,34.0,1.0,PE,Hotel
814,1003353,2,M,42.0,1.0,AR,Hotel
815,1010590,2,F,43.0,0.0,UK,Hotel
816,1012781,2,M,29.0,1.0,,AirBnB
817,1007977,3,M,50.0,1.0,COL,Hotel
818,1002955,5,M,38.0,0.0,US,Hotel
819,1011566,7,F,44.0,0.0,AR,Hotel
820,1009152,1,F,43.0,1.0,UK,AirBnB
821,1004790,3,M,32.0,0.0,IT,Hotel
822,1012908,5,M,36.0,0.0,NL,Hotel
823,1002585,3,M,,0.0,AR,AirBnB
824,1011600,4,M,50.0,,UK,AirBnB
825,1008470,7,F,45.0,1.0,COL,AirBnB
826,1012771,5,M,40.0,1.0,AR,AirBnB
827,1002159,5,M,41.0,0.0,COL,AirBnB
828,1002321,2,M,,1.0,PE,Hotel
829,1009017,1,F,40.0,1.0,NL,Hotel
830,1001636,5,M,35.0,0.0,PE,Hotel
831,1002524,4,F,42.0,0.0,AR,Hotel
832,1013546,2,M,,1.0,PE,Hotel
833,1006989,4,F,48.0,0.0,COL,Hotel
834,1012537,4,F,30.0,0.0,,AirBnB
835,1005533,3,M,43.0,0.0,ES,AirBnB
836,1005829,5,M,47.0,0.0,US,AirBnB
837,1004181,5,M,,0.0,PE,AirBnB
838,1007750,3,F,40.0,0.0,AR,AirBnB
839,1008717,4,M,30.0,,IT,Hotel
840,1008274,3,M,33.0,0.0,UK,Hotel
841,1003484,5,F,34.0,0.0,COL,AirBnB
842,1004564,1,F,30.0,1.0,NL,Hotel
843,1006991,2,M,40.0,1.0,NL,AirBnB
844,1004884,3,F,40.0,1.0,ES,Hotel
845,1003591,5,F,51.0,0.0,,Hotel
846,1000458,5,F,48.0,1.0,AR,AirBnB
847,1005597,4,M,44.0,1.0,AR,Hotel
848,1010759,8,F,31.0,0.0,ES,AirBnB
849,1009410,3,F,37.0,0.0,AR,AirBnB
850,1009256,6,M,35.0,0.0,PE,Hotel
851,1011928,4,F,,1.0,UK,AirBnB
852,1013651,1,M,43.0,0.0,PE,AirBnB
853,1009969,3,M,48.0,0.0,UK,AirBnB
854,1003186,5,M,48.0,1.0,PE,Hotel
855,1007052,4,F,38.0,0.0,NL,AirBnB
856,1002767,6,F,48.0,1.0,US,AirBnB
857,1007127,5,F,42.0,0.0,,Hotel
858,1006621,6,F,40.0,0.0,US,AirBnB
859,1004118,10,M,39.0,0.0,AR,Hotel
860,1001700,1,F,44.0,1.0,COL,AirBnB
861,1004122,4,F,47.0,0.0,PE,Hotel
862,1008418,3,M,45.0,1.0,UK,Hotel
863,1011410,6,M,36.0,1.0,COL,AirBnB
864,1007831,2,M,32.0,0.0,,Hotel
865,1007560,4,M,43.0,1.0,,Hotel
866,1006650,4,M,35.0,1.0,US,AirBnB
867,1005831,7,F,40.0,1.0,US,Hotel
868,1005245,8,F,43.0,,UK,AirBnB
869,1003243,3,M,42.0,1.0,PE,Hotel
870,1014045,3,M,38.0,1.0,AR,AirBnB
871,1013414,5,F,39.0,1.0,AR,Hotel
872,1013291,3,M,,1.0,UK,Hotel
873,1011880,4,M,44.0,0.0,IT,AirBnB
874,1012737,2,M,40.0,1.0,US,AirBnB
875,1003429,3,F,41.0,1.0,NL,AirBnB
876,1011068,7,M,38.0,1.0,COL,AirBnB
877,1004617,4,F,39.0,1.0,COL,Hotel
878,1007017,6,F,37.0,,AR,Hotel
879,1008658,3,F,41.0,,AR,AirBnB
880,1009068,4,M,,0.0,IT,AirBnB
881,1012809,6,F,44.0,1.0,IT,AirBnB
882,1014009,6,F,34.0,1.0,IT,Hotel
883,1001910,2,F,36.0,1.0,,Hotel
884,1004213,7,M,44.0,1.0,NL,Hotel
885,1010301,3,M,43.0,0.0,NL,AirBnB
886,1005743,4,F,34.0,1.0,US,Hotel
887,1002869,5,F,,0.0,IT,Hotel
888,1004725,2,M,,1.0,ES,Hotel
889,1008464,4,M,44.0,1.0,COL,Hotel
890,1000851,4,M,42.0,0.0,COL,AirBnB
891,1001534,6,F,38.0,1.0,IT,Hotel
892,1002715,6,M,35.0,1.0,COL,AirBnB
893,1006953,5,M,37.0,0.0,NL,Hotel
894,1011567,3,M,,0.0,IT,AirBnB
895,1008018,4,F,42.0,0.0,AR,Hotel
896,1007448,8,F,42.0,,PE,Hotel
897,1001368,3,F,45.0,,NL,Hotel
898,1004094,3,M,43.0,0.0,COL,AirBnB
899,1010846,4,M,45.0,0.0,US,AirBnB
900,1009895,4,F,40.0,1.0,COL,Hotel
901,1011666,4,M,45.0,0.0,PE,AirBnB
902,1009290,3,M,35.0,1.0,PE,AirBnB
903,1011267,7,F,41.0,1.0,AR,AirBnB
904,1000885,4,F,36.0,1.0,COL,Hotel
905,1001955,5,F,43.0,1.0,UK,AirBnB
906,1001034,3,M,41.0,1.0,PE,Hotel
907,1005912,2,F,38.0,1.0,UK,Hotel
908,1009896,9,M,45.0,1.0,UK,Hotel
909,1008640,3,F,36.0,0.0,IT,AirBnB
910,1001280,3,M,44.0,1.0,AR,Hotel
911,1008217,3,M,,1.0,AR,Hotel
912,1006940,5,M,44.0,0.0,ES,AirBnB
913,1006769,3,M,46.0,1.0,ES,Hotel
914,1007980,2,M,38.0,0.0,PE,Hotel
915,1002172,4,M,40.0,0.0,UK,Hotel
916,1008896,2,M,40.0,0.0,US,Hotel
917,1003670,4,M,45.0,0.0,ES,AirBnB
918,1009987,6,F,42.0,1.0,US,AirBnB
919,1001570,5,F,42.0,0.0,PE,Hotel
920,1009379,8,M,42.0,1.0,PE,Hotel
921,1003312,4,F,39.0,,ES,Hotel
922,1006414,3,F,31.0,,PE,Hotel
923,1000997,8,M,41.0,0.0,AR,AirBnB
924,1011660,2,F,40.0,0.0,PE,AirBnB
925,1005485,5,M,35.0,0.0,AR,Hotel
926,1007118,4,M,44.0,,COL,AirBnB
927,1009538,4,M,45.0,0.0,COL,AirBnB
928,1005388,2,F,37.0,1.0,IT,Hotel
929,1002457,4,M,40.0,,UK,AirBnB
930,1006756,2,M,46.0,0.0,COL,AirBnB
931,1005146,6,M,43.0,1.0,US,Hotel
932,1013110,3,M,44.0,0.0,US,AirBnB
933,1013819,4,F,50.0,0.0,UK,Hotel
934,1010914,6,M,45.0,0.0,UK,AirBnB
935,1003911,5,F,40.0,1.0,COL,Hotel
936,1011478,3,F,,1.0,AR,AirBnB
937,1002962,4,F,36.0,1.0,PE,Hotel
938,1008346,3,M,44.0,0.0,AR,AirBnB
939,1005915,4,F,42.0,0.0,NL,Hotel
940,1002688,3,F,38.0,0.0,ES,AirBnB
941,1008494,4,F,41.0,0.0,IT,Hotel
942,1010450,2,F,48.0,0.0,NL,Hotel
943,1009863,7,M,36.0,0.0,,Hotel
944,1000935,5,F,44.0,1.0,NL,AirBnB
945,1012584,2,F,,0.0,PE,Hotel
946,1008731,7,F,42.0,0.0,IT,Hotel
947,1009390,2,M,35.0,0.0,IT,Hotel
948,1000875,5,M,27.0,0.0,UK,Hotel
949,1003765,3,M,40.0,0.0,NL,Hotel
950,1013954,4,F,46.0,1.0,NL,AirBnB
951,1003454,3,F,37.0,1.0,NL,Hotel
952,1002601,3,M,49.0,1.0,PE,Hotel
953,1009663,8,M,,1.0,ES,Hotel
954,1012191,4,M,48.0,0.0,IT,AirBnB
955,1005390,6,M,37.0,0.0,,Hotel
956,1001002,2,F,38.0,1.0,IT,Hotel
957,1013082,2,M,39.0,,IT,AirBnB
958,1012399,5,F,46.0,0.0,,Hotel
959,1011552,7,M,34.0,1.0,COL,AirBnB
960,1000405,4,F,46.0,0.0,COL,Hotel
961,1013579,4,F,37.0,0.0,COL,AirBnB
962,1008276,4,F,42.0,1.0,ES,AirBnB
963,1011509,3,F,44.0,0.0,AR,Hotel
964,1007073,6,M,46.0,0.0,UK,AirBnB
965,1002158,4,M,37.0,1.0,IT,AirBnB
966,1002549,3,M,,1.0,,Hotel
967,1000426,3,M,38.0,1.0,,AirBnB
968,1007816,5,F,40.0,0.0,ES,AirBnB
969,1003845,4,M,39.0,0.0,,Hotel
970,1005442,7,F,45.0,0.0,AR,Hotel
971,1012764,3,M,,1.0,ES,Hotel
972,1012700,2,M,41.0,0.0,PE,AirBnB
973,1005115,5,F,43.0,0.0,PE,Hotel
974,1006687,5,M,44.0,0.0,UK,AirBnB
975,1008597,7,M,36.0,1.0,,AirBnB
976,1012792,1,F,36.0,0.0,US,AirBnB
977,1005268,2,M,38.0,1.0,PE,AirBnB
978,1006030,3,F,,0.0,UK,Hotel
979,1001721,5,F,44.0,1.0,US,AirBnB
980,1008054,4,M,37.0,0.0,IT,Hotel
981,1003406,5,F,44.0,0.0,IT,Hotel
982,1008369,4,M,,1.0,US,Hotel
983,1001520,3,F,41.0,1.0,COL,AirBnB
984,1000472,4,F,33.0,1.0,AR,Hotel
985,1008667,3,M,39.0,,COL,AirBnB
986,1007567,2,M,35.0,1.0,UK,AirBnB
987,1008278,3,F,40.0,1.0,US,Hotel
988,1004509,3,M,48.0,1.0,ES,Hotel
989,1013193,3,F,42.0,1.0,AR,AirBnB
990,1004204,4,F,40.0,0.0,IT,AirBnB
991,1007796,6,F,43.0,1.0,,AirBnB
992,1000820,5,M,40.0,1.0,IT,AirBnB
993,1011513,1,M,35.0,1.0,NL,AirBnB
994,1012555,3,M,44.0,0.0,UK,AirBnB
995,1002818,3,F,30.0,0.0,ES,AirBnB
996,1009848,5,F,39.0,1.0,UK,Hotel
997,1013763,3,M,42.0,1.0,COL,Hotel
998,1008791,2,M,41.0,0.0,NL,AirBnB
999,1009219,2,M,44.0,0.0,,AirBnB
1000,1006454,5,F,44.0,1.0,IT,AirBnB
1001,1008229,3,M,37.0,,US,AirBnB
1002,1008583,4,M,44.0,0.0,PE,AirBnB
1003,1002545,5,M,37.0,1.0,ES,AirBnB
1004,1012623,4,F,39.0,1.0,NL,Hotel
1005,1012226,7,F,43.0,0.0,UK,Hotel
1006,1003093,4,M,45.0,1.0,NL,Hotel
1007,1005208,2,F,41.0,1.0,AR,AirBnB
1008,1003063,5,F,30.0,1.0,AR,Hotel
1009,1010579,4,M,,1.0,COL,Hotel
1010,1004805,3,F,39.0,1.0,US,Hotel
1011,1004548,4,F,38.0,,US,Hotel
1012,1002893,3,F,44.0,0.0,US,Hotel
1013,1003384,3,F,31.0,1.0,,Hotel
1014,1003871,3,F,38.0,0.0,ES,AirBnB
1015,1006711,7,F,36.0,0.0,US,AirBnB
1016,1006686,3,M,41.0,,IT,AirBnB
1017,1012303,4,F,40.0,0.0,COL,AirBnB
1018,1002216,8,M,37.0,0.0,AR,Hotel
1019,1003377,4,F,37.0,0.0,AR,AirBnB
1020,1001710,6,F,40.0,0.0,NL,AirBnB
1021,1002910,4,M,29.0,0.0,NL,Hotel
1022,1006901,4,F,35.0,0.0,IT,AirBnB
1023,1002850,3,F,48.0,0.0,ES,Hotel
1024,1003467,3,F,39.0,1.0,NL,Hotel
1025,1003044,1,M,42.0,1.0,ES,Hotel
1026,1007477,5,F,39.0,0.0,IT,AirBnB
1027,1000043,2,M,41.0,1.0,UK,Hotel
1028,1008839,9,M,42.0,1.0,ES,Hotel
1029,1013089,7,M,,0.0,PE,AirBnB
1030,1005218,3,F,41.0,0.0,US,Hotel
1031,1012333,4,F,42.0,1.0,ES,AirBnB
1032,1006907,4,M,42.0,1.0,ES,Hotel
1033,1000307,8,M,42.0,0.0,NL,AirBnB
1034,1000232,3,F,41.0,0.0,UK,Hotel
1035,1001118,4,M,45.0,1.0,IT,Hotel
1036,1005819,5,F,41.0,1.0,NL,AirBnB
1037,1000863,3,M,45.0,,US,Hotel
1038,1008880,3,M,29.0,0.0,IT,Hotel
1039,1000337,4,F,34.0,1.0,AR,Hotel
1040,1001775,2,M,51.0,0.0,ES,AirBnB
1041,1003515,3,M,40.0,1.0,US,AirBnB
1042,1001190,5,M,37.0,0.0,NL,Hotel
1043,1005482,4,M,46.0,1.0,UK,Hotel
1044,1008923,4,F,48.0,,IT,AirBnB
1045,1007817,2,M,43.0,,,Hotel
1046,1010049,6,M,45.0,1.0,,Hotel
1047,1003188,4,F,38.0,,IT,Hotel
1048,1013451,4,F,49.0,0.0,COL,Hotel
1049,1000376,6,M,36.0,1.0,,AirBnB
1050,1008288,3,F,34.0,1.0,IT,Hotel
1051,1008293,7,M,40.0,1.0,AR,AirBnB
1052,1006591,4,M,35.0,0.0,ES,Hotel
1053,1005086,2,M,36.0,0.0,PE,Hotel
1054,1011896,4,M,46.0,1.0,,Hotel
1055,1012931,4,F,,1.0,AR,AirBnB
1056,1006444,2,M,43.0,0.0,,AirBnB
1057,1013971,4,M,41.0,0.0,,AirBnB
1058,1013156,4,F,40.0,1.0,UK,Hotel
1059,1007324,7,M,49.0,1.0,PE,Hotel
1060,1010130,3,M,31.0,1.0,ES,AirBnB
1061,1009425,10,M,39.0,0.0,NL,Hotel
1062,1008622,5,M,43.0,,ES,AirBnB
1063,1006573,6,M,50.0,1.0,IT,Hotel
1064,1011586,5,M,47.0,0.0,US,AirBnB
1065,1004797,5,F,41.0,1.0,UK,AirBnB
1066,1011028,3,F,41.0,0.0,NL,Hotel
1067,1008735,2,M,42.0,1.0,UK,Hotel
1068,1006527,1,M,28.0,,UK,AirBnB
1069,1009308,4,M,45.0,0.0,,AirBnB
1070,1011182,1,F,42.0,1.0,COL,AirBnB
1071,1001843,4,M,33.0,1.0,,AirBnB
1072,1014060,5,F,40.0,1.0,UK,Hotel
1073,1002144,3,M,,0.0,ES,AirBnB
1074,1006950,4,F,49.0,1.0,ES,AirBnB
1075,1010867,4,F,37.0,1.0,COL,Hotel
1076,1007036,5,M,38.0,0.0,IT,Hotel
1077,1009239,7,M,38.0,1.0,PE,AirBnB
1078,1006421,1,M,41.0,0.0,ES,AirBnB
1079,1001470,4,M,42.0,0.0,IT,AirBnB
1080,1000480,4,F,43.0,,AR,Hotel
1081,1011803,4,F,47.0,1.0,NL,AirBnB
1082,1001579,4,F,41.0,1.0,ES,AirBnB
1083,1007421,5,F,30.0,1.0,UK,Hotel
1084,1000715,3,M,42.0,0.0,IT,AirBnB
1085,1011663,4,F,43.0,1.0,PE,AirBnB
